lat,lon,weight,offense
32.75521796,-117.1072467,3.0,Destruction/Damage/Vandalism of Property
32.76105571,-117.1229433,4.0,Motor Vehicle Theft
32.74219933,-117.1347151,3.0,Drug/narcotic Violations
32.74219933,-117.1347151,3.0,Weapon Law Violations
32.74219933,-117.1347151,3.0,All Other Offenses
32.56965914,-116.9557842,4.0,Motor Vehicle Theft
32.59082225,-117.0988756,3.0,Theft of Motor Vehicle Parts/Accessories
32.81457622,-117.2164656,3.0,Simple Assault
32.81457622,-117.2164656,3.0,Destruction/Damage/Vandalism of Property
32.91681683,-117.1603942,9.0,Aggravated Assault
32.91681683,-117.1603942,3.0,Destruction/Damage/Vandalism of Property
32.86841069,-117.2248465,9.0,Aggravated Assault
32.71696444,-117.1296547,9.0,Aggravated Assault
32.71696444,-117.1296547,3.0,Simple Assault
32.81400423,-117.2603581,3.0,Burglary/Breaking & Entering
32.91988503,-117.1186434,3.0,Simple Assault
32.81711925,-117.0875407,3.0,Simple Assault
32.81711925,-117.0875407,3.0,Driving Under the Influence
32.81711925,-117.0875407,3.0,All Other Offenses
32.80192185,-117.1947638,3.0,Disorderly Conduct
32.70409602,-117.13612,4.0,Motor Vehicle Theft
32.75331635,-117.1204773,3.0,Driving Under the Influence
32.80497583,-117.2239324,3.0,Simple Assault
32.72624178,-117.2278763,9.0,Aggravated Assault
32.81220797,-117.0666825,3.0,All Other Offenses
32.75533482,-117.1387545,3.0,Disorderly Conduct
32.70793946,-117.1542399,3.0,All Other Offenses
32.71272522,-117.1401844,3.0,All Other Offenses
32.71683244,-117.1537257,3.0,Forcible Rape
32.74197971,-117.1250061,3.0,Simple Assault
32.74197971,-117.1250061,3.0,Driving Under the Influence
32.74197971,-117.1250061,3.0,All Other Offenses
32.57517532,-117.0549122,3.0,All Other Offenses
32.90425714,-117.1093526,3.0,Burglary/Breaking & Entering
32.5640712,-117.0149458,3.0,Theft From Motor Vehicle
32.69905669,-117.1465428,3.0,Shoplifting
32.70216919,-117.1490808,3.0,Destruction/Damage/Vandalism of Property
32.72094923,-117.2308358,3.0,Destruction/Damage/Vandalism of Property
32.78819679,-117.2402905,3.0,All Other Larceny
32.75908943,-117.0888945,3.0,All Other Larceny
32.86485304,-117.2292318,3.0,Impersonation
32.77210599,-117.2494645,3.0,All Other Larceny
32.8067427,-117.1754009,3.0,Impersonation
32.75494327,-117.0847714,3.0,Destruction/Damage/Vandalism of Property
32.79492996,-117.107605,3.0,Intimidation
32.72561485,-117.1720884,3.0,All Other Larceny
32.80781479,-117.245872,3.0,Impersonation
32.95636663,-117.2258843,3.0,Destruction/Damage/Vandalism of Property
32.77218758,-117.1864574,3.0,All Other Larceny
32.75141123,-117.1933245,3.0,Shoplifting
32.81935665,-117.1819785,3.0,All Other Larceny
32.78247264,-117.0851209,3.0,All Other Larceny
32.75531226,-117.1438378,3.0,Destruction/Damage/Vandalism of Property
32.72187581,-117.2358643,3.0,Destruction/Damage/Vandalism of Property
32.73039424,-117.2123476,3.0,All Other Offenses
32.71350668,-117.1108363,4.0,Motor Vehicle Theft
32.7214814,-117.0897197,9.0,Robbery
32.7214814,-117.0897197,3.0,All Other Offenses
32.86991391,-117.2141395,3.0,Forcible Fondling
32.73347079,-117.1621264,3.0,Theft of Motor Vehicle Parts/Accessories
32.79622923,-117.2567896,3.0,Disorderly Conduct
32.74839364,-117.1603682,3.0,Simple Assault
32.83130645,-117.2791043,3.0,Intimidation
32.67925835,-117.0450872,3.0,Simple Assault
32.79450442,-117.2559566,3.0,Drug/narcotic Violations
32.79450442,-117.2559566,3.0,Drug Equipment Violations
32.73554335,-117.1639592,3.0,All Other Offenses
32.75421749,-117.247396,3.0,Burglary/Breaking & Entering
32.7297981,-117.2525795,4.0,Motor Vehicle Theft
32.79970157,-117.013167,3.0,All Other Offenses
32.69457568,-117.0893884,3.0,Theft From Motor Vehicle
32.72110325,-117.2284174,3.0,Simple Assault
32.74480417,-117.2476114,3.0,Destruction/Damage/Vandalism of Property
32.70679624,-117.1056301,3.0,Stolen Property Offenses
32.56962555,-117.0579693,3.0,Theft From Motor Vehicle
32.7147587,-117.1486383,3.0,Destruction/Damage/Vandalism of Property
32.72495254,-117.0884979,3.0,All Other Offenses
32.74855501,-117.1533935,3.0,Destruction/Damage/Vandalism of Property
32.75883533,-117.0795154,3.0,Destruction/Damage/Vandalism of Property
32.70159862,-117.138709,3.0,Burglary/Breaking & Entering
32.56956573,-117.0137538,3.0,All Other Larceny
32.78475434,-117.2529681,3.0,All Other Larceny
32.81064147,-117.1049354,3.0,Theft From Motor Vehicle
32.71787947,-117.154778,3.0,Drug/narcotic Violations
32.71787947,-117.154778,3.0,Drug Equipment Violations
32.79093622,-117.0977586,3.0,All Other Larceny
32.70529436,-117.147186,3.0,Drug/narcotic Violations
32.8259617,-117.0891884,3.0,Impersonation
32.72515237,-117.1648593,3.0,Theft From Motor Vehicle
32.78972815,-117.195092,3.0,Impersonation
32.76985245,-117.2016215,3.0,Destruction/Damage/Vandalism of Property
32.5454942,-117.0425302,3.0,Theft From Building
32.74449088,-117.0548656,3.0,Impersonation
32.56028568,-117.0636911,4.0,Motor Vehicle Theft
32.9106429,-117.1753987,3.0,Theft of Motor Vehicle Parts/Accessories
32.55846289,-117.047925,3.0,Theft From Motor Vehicle
32.75262856,-117.2290577,3.0,All Other Larceny
32.71681523,-117.1485881,3.0,All Other Offenses
32.71681523,-117.1485881,3.0,Drug/narcotic Violations
32.71681523,-117.1485881,3.0,Drug Equipment Violations
32.7474726,-117.1283026,3.0,Drug/narcotic Violations
32.7474726,-117.1283026,3.0,All Other Offenses
32.74844819,-117.1571233,3.0,All Other Larceny
32.58081249,-117.0333912,3.0,All Other Offenses
32.90620786,-117.2132772,3.0,Destruction/Damage/Vandalism of Property
32.80990519,-117.1087551,3.0,All Other Larceny
32.73458479,-117.2330194,3.0,All Other Larceny
32.78047617,-117.2514938,3.0,All Other Larceny
32.73251051,-117.2502592,3.0,Impersonation
32.75957895,-117.197924,3.0,Impersonation
32.9516483,-117.2411157,3.0,False Pretenses/Swindle/Confidence Game
32.9516483,-117.2411157,3.0,Impersonation
32.70226008,-117.0290868,9.0,Robbery
32.80392695,-117.253918,3.0,Simple Assault
32.6124569,-117.0868848,3.0,Simple Assault
32.88064454,-117.117942,3.0,Shoplifting
32.7484886,-117.1484423,3.0,All Other Offenses
32.70215224,-117.1810726,3.0,All Other Offenses
32.92962356,-117.1408275,3.0,Destruction/Damage/Vandalism of Property
32.73983222,-117.169241,3.0,Impersonation
32.7497016,-117.1045224,3.0,Weapon Law Violations
32.77207729,-117.2529976,3.0,All Other Larceny
32.86814862,-117.233612,3.0,All Other Offenses
32.77223574,-117.1822112,3.0,Destruction/Damage/Vandalism of Property
32.80297093,-117.0083233,3.0,Simple Assault
32.83540453,-117.1933356,3.0,All Other Larceny
32.76695714,-117.1533149,3.0,Disorderly Conduct
32.69922724,-117.1406986,3.0,Destruction/Damage/Vandalism of Property
32.68729324,-117.1751551,3.0,Burglary/Breaking & Entering
32.55746063,-116.9918057,3.0,Theft of Motor Vehicle Parts/Accessories
32.80238838,-117.1532985,3.0,Theft From Motor Vehicle
32.86841069,-117.2248465,3.0,Drug/narcotic Violations
32.86841069,-117.2248465,3.0,Drug Equipment Violations
32.86841069,-117.2248465,3.0,Weapon Law Violations
32.56070964,-117.0624984,3.0,Theft From Motor Vehicle
32.56070964,-117.0624984,4.0,Motor Vehicle Theft
32.72935143,-117.1612575,3.0,All Other Offenses
32.74937917,-117.0868858,3.0,Simple Assault
32.78634832,-117.1634796,3.0,All Other Larceny
32.78634832,-117.1634796,4.0,Motor Vehicle Theft
32.57867436,-116.9623562,4.0,Motor Vehicle Theft
32.72618528,-117.1648705,3.0,Simple Assault
32.70632925,-117.1536354,9.0,Robbery
32.74883598,-117.12195,3.0,Driving Under the Influence
32.73852653,-117.1095883,3.0,Intimidation
32.83602905,-117.1540749,3.0,Drug/narcotic Violations
32.78494323,-117.1292056,3.0,Driving Under the Influence
32.91521887,-117.1907051,3.0,All Other Offenses
32.7469364,-117.2510801,3.0,Simple Assault
32.75656548,-117.0889329,3.0,Drug Equipment Violations
32.75656548,-117.0889329,3.0,Weapon Law Violations
32.71676199,-117.1610887,3.0,Drug/narcotic Violations
32.71676199,-117.1610887,3.0,Drug Equipment Violations
32.71676199,-117.1610887,3.0,All Other Offenses
32.83423067,-117.173621,3.0,Identity Theft
32.77985236,-117.1299994,3.0,Simple Assault
32.77985236,-117.1299994,3.0,All Other Offenses
32.75912328,-117.1754504,3.0,All Other Offenses
32.71994756,-117.1584389,3.0,All Other Offenses
32.7167551,-117.1620217,9.0,Aggravated Assault
32.6956074,-117.1415622,3.0,Stolen Property Offenses
32.6956074,-117.1415622,3.0,All Other Offenses
32.71411324,-117.1522366,3.0,Kidnapping/Abduction
32.77564035,-117.1540268,3.0,Simple Assault
32.70528359,-117.1378754,3.0,All Other Offenses
32.74548423,-117.0504823,3.0,Destruction/Damage/Vandalism of Property
32.74548423,-117.0504823,3.0,All Other Offenses
32.76100455,-117.1664274,3.0,Identity Theft
32.75526294,-117.1135512,3.0,Disorderly Conduct
32.75526294,-117.1135512,3.0,Trespass of Real Property
32.82627863,-117.0942898,4.0,Motor Vehicle Theft
32.56709187,-117.0779793,3.0,Impersonation
32.75530934,-117.1201312,3.0,Theft From Motor Vehicle
32.72685152,-117.2258476,3.0,Theft of Motor Vehicle Parts/Accessories
32.72685152,-117.2258476,3.0,Stolen Property Offenses
32.72685152,-117.2258476,3.0,Drug/narcotic Violations
32.72685152,-117.2258476,3.0,Drug Equipment Violations
32.79448566,-117.1942045,3.0,All Other Larceny
32.80988196,-117.2536454,3.0,All Other Larceny
32.76778119,-117.0770092,3.0,All Other Larceny
32.57036407,-117.0525859,3.0,All Other Offenses
32.80305117,-117.2398082,4.0,Motor Vehicle Theft
32.80501474,-117.1315845,3.0,All Other Offenses
32.75221895,-117.1438189,3.0,All Other Offenses
32.72096773,-117.1665551,3.0,All Other Larceny
32.71576794,-117.1582725,3.0,Simple Assault
32.75729247,-117.1413664,3.0,All Other Larceny
32.8819187,-117.1658849,3.0,Theft From Building
32.98787509,-117.0711104,3.0,All Other Larceny
32.97023964,-117.0927933,3.0,All Other Larceny
32.87238667,-117.2274655,3.0,Drug/narcotic Violations
32.87238667,-117.2274655,3.0,All Other Offenses
32.74981176,-117.1179796,3.0,Theft From Motor Vehicle
32.73426251,-117.1183736,9.0,Aggravated Assault
32.94039415,-117.1216864,3.0,All Other Larceny
32.74856261,-117.151152,3.0,False Pretenses/Swindle/Confidence Game
32.75152125,-117.1044978,3.0,Drug Equipment Violations
32.75152125,-117.1044978,3.0,All Other Offenses
32.90710411,-117.1022796,3.0,Destruction/Damage/Vandalism of Property
32.74795697,-117.1193723,3.0,Theft From Motor Vehicle
32.96118699,-117.0905702,3.0,Impersonation
32.69756949,-117.1424352,3.0,All Other Larceny
32.76750873,-117.1951545,3.0,Burglary/Breaking & Entering
32.71512494,-117.0956348,3.0,Theft From Motor Vehicle
32.7497016,-117.1045224,9.0,Robbery
32.57922043,-117.0225652,3.0,All Other Offenses
32.73693656,-117.0978526,3.0,All Other Offenses
32.79797517,-117.1918989,4.0,Motor Vehicle Theft
32.73625437,-117.2174955,3.0,Destruction/Damage/Vandalism of Property
32.73561225,-117.0927002,3.0,All Other Larceny
32.55833952,-117.044455,3.0,Simple Assault
32.86186298,-117.2254015,3.0,Forcible Fondling
32.75493717,-117.0837007,3.0,Simple Assault
32.7490078,-117.1925912,3.0,All Other Offenses
32.66922977,-117.0543318,3.0,Destruction/Damage/Vandalism of Property
32.7662197,-117.1795508,3.0,Theft From Motor Vehicle
32.75156315,-117.2049164,3.0,Theft From Motor Vehicle
32.85113834,-117.2487335,3.0,All Other Offenses
32.71173082,-117.1252038,3.0,Theft From Motor Vehicle
32.89452037,-117.1439916,4.0,Motor Vehicle Theft
32.71147058,-117.0935299,3.0,All Other Offenses
32.71045449,-117.1528211,3.0,Drug/narcotic Violations
32.71045449,-117.1528211,3.0,Drug Equipment Violations
32.71045449,-117.1528211,3.0,Curfew/Loitering/Vagrancy Violations
32.71171924,-117.1438171,3.0,All Other Larceny
32.9133978,-117.2280399,3.0,All Other Larceny
32.75530854,-117.1199954,4.0,Motor Vehicle Theft
32.71155472,-117.1104274,3.0,All Other Offenses
32.75304918,-117.2006728,3.0,All Other Larceny
32.75304918,-117.2006728,3.0,Identity Theft
32.75304918,-117.2006728,3.0,Drug/narcotic Violations
32.79082413,-117.1447025,3.0,Theft From Motor Vehicle
32.71938761,-117.1361419,3.0,All Other Offenses
32.71605724,-117.1678381,9.0,Aggravated Assault
32.70728886,-117.1602105,3.0,Simple Assault
32.70728886,-117.1602105,3.0,All Other Offenses
32.75188748,-117.169648,3.0,Counterfeiting/Forgery
32.58820842,-117.027036,3.0,Theft From Motor Vehicle
32.71687371,-117.1457798,3.0,Destruction/Damage/Vandalism of Property
32.76414926,-117.197928,3.0,Destruction/Damage/Vandalism of Property
32.82777236,-117.1406308,4.0,Motor Vehicle Theft
32.76104648,-117.1375531,9.0,Aggravated Assault
32.76104648,-117.1375531,3.0,Destruction/Damage/Vandalism of Property
32.76104648,-117.1375531,3.0,All Other Offenses
32.75156879,-117.1106816,3.0,All Other Offenses
32.71051129,-117.1528898,9.0,Aggravated Assault
32.71988278,-117.166489,3.0,Drug/narcotic Violations
32.71988278,-117.166489,3.0,All Other Offenses
32.71781152,-117.159282,3.0,All Other Offenses
32.71163164,-117.1423937,3.0,Drug/narcotic Violations
32.71781744,-117.1556196,3.0,All Other Offenses
32.71989734,-117.1574568,3.0,All Other Offenses
32.75971804,-117.0706006,3.0,All Other Offenses
32.75988747,-117.1748394,3.0,Theft From Motor Vehicle
32.80145568,-117.1595334,3.0,Driving Under the Influence
32.71880737,-117.0917417,3.0,All Other Offenses
32.97078043,-117.0964182,3.0,All Other Offenses
32.74442358,-117.2532629,3.0,All Other Offenses
32.58749044,-117.0927053,3.0,Destruction/Damage/Vandalism of Property
32.74535372,-117.2157926,3.0,Simple Assault
32.74535372,-117.2157926,3.0,Intimidation
32.74535372,-117.2157926,3.0,Driving Under the Influence
32.85686472,-117.2563971,3.0,All Other Offenses
32.75879305,-117.1437655,3.0,Destruction/Damage/Vandalism of Property
32.96622032,-117.1731301,3.0,Impersonation
32.96212308,-117.2340815,3.0,Driving Under the Influence
32.74996023,-117.1072501,3.0,Destruction/Damage/Vandalism of Property
32.78654454,-117.1086808,3.0,Drug/narcotic Violations
32.68186484,-117.0645744,3.0,Forcible Sodomy
32.83718549,-117.1897922,9.0,Robbery
32.74595279,-117.1021038,3.0,Driving Under the Influence
32.74595279,-117.1021038,3.0,All Other Offenses
32.76317968,-117.1649489,9.0,Aggravated Assault
32.58379478,-117.0372102,3.0,Drug Equipment Violations
32.58379478,-117.0372102,3.0,All Other Offenses
32.77253692,-117.0761248,3.0,Destruction/Damage/Vandalism of Property
32.7115145,-117.0999341,3.0,Simple Assault
32.72516931,-117.1699261,3.0,Theft From Building
32.70543529,-117.0882843,3.0,Simple Assault
32.74903405,-117.2080622,3.0,All Other Offenses
32.81144008,-117.1167541,3.0,Prostitution
33.02072119,-117.0810135,9.0,Aggravated Assault
32.76239733,-117.2177101,3.0,All Other Offenses
32.7986242,-117.1605473,3.0,Forcible Fondling
32.75522707,-117.1082975,3.0,Weapon Law Violations
32.58392768,-117.1055922,3.0,Driving Under the Influence
32.97897234,-117.076606,3.0,Driving Under the Influence
32.76501398,-117.1577142,9.0,Robbery
32.56777443,-117.0841442,3.0,Simple Assault
32.56777443,-117.0841442,3.0,All Other Larceny
32.75689551,-117.2229111,3.0,Stolen Property Offenses
32.75689551,-117.2229111,3.0,Drug Equipment Violations
32.71505991,-117.0935795,3.0,Forcible Fondling
32.74954966,-117.0933503,3.0,Theft of Motor Vehicle Parts/Accessories
32.93449369,-117.2262176,3.0,Extortion/Blackmail
32.71572221,-117.1556061,9.0,Aggravated Assault
32.73711995,-117.2139334,3.0,Burglary/Breaking & Entering
32.78917091,-117.1404363,3.0,All Other Larceny
32.78341956,-117.1717697,3.0,Destruction/Damage/Vandalism of Property
32.71572221,-117.1556061,3.0,Drug Equipment Violations
32.80189078,-117.2221186,3.0,All Other Offenses
32.75033736,-117.2075166,3.0,Destruction/Damage/Vandalism of Property
32.77771184,-117.0587704,9.0,Robbery
32.95492146,-117.2209443,3.0,All Other Larceny
32.77270091,-117.0628951,3.0,Theft From Motor Vehicle
32.77270091,-117.0628951,3.0,Credit Card/Automatic Teller Fraud
32.57211828,-117.0883081,3.0,Identity Theft
32.80196742,-117.2357138,3.0,Destruction/Damage/Vandalism of Property
32.78863744,-117.1695585,9.0,Aggravated Assault
32.78863744,-117.1695585,3.0,Weapon Law Violations
32.73148694,-117.1525775,3.0,Simple Assault
32.75411087,-117.1350504,3.0,Driving Under the Influence
32.72726684,-117.1603253,3.0,Burglary/Breaking & Entering
32.72726684,-117.1603253,3.0,All Other Offenses
32.75145363,-117.0955496,3.0,Destruction/Damage/Vandalism of Property
32.70853775,-117.132015,9.0,Aggravated Assault
32.94376163,-117.1441407,3.0,All Other Larceny
32.74741892,-117.1250179,3.0,Drug Equipment Violations
32.76501398,-117.1577142,3.0,Forcible Rape
32.78720323,-117.2535613,3.0,Driving Under the Influence
32.79552704,-117.2511942,3.0,Driving Under the Influence
32.7613326,-117.1683441,3.0,All Other Offenses
32.71370925,-117.1538392,9.0,Aggravated Assault
32.71578645,-117.1546313,3.0,Simple Assault
32.70669236,-117.0806797,3.0,Simple Assault
32.76951641,-117.1821266,3.0,Simple Assault
32.76317968,-117.1649489,3.0,Drug/narcotic Violations
32.76317968,-117.1649489,3.0,Drug Equipment Violations
32.74852079,-117.1277538,3.0,Disorderly Conduct
32.76376198,-117.0630034,3.0,Intimidation
32.76376198,-117.0630034,3.0,Trespass of Real Property
32.78237535,-117.2088351,3.0,Simple Assault
32.72762032,-117.1302407,3.0,Destruction/Damage/Vandalism of Property
32.79765029,-117.1930596,3.0,Theft of Motor Vehicle Parts/Accessories
32.75226588,-117.1302273,3.0,Theft From Motor Vehicle
32.75540231,-117.0559556,3.0,All Other Larceny
32.83643136,-117.2812832,3.0,All Other Larceny
32.58081235,-117.0041837,3.0,Impersonation
32.98046669,-117.0781688,3.0,All Other Larceny
32.92593018,-117.1265221,4.0,Motor Vehicle Theft
32.78648129,-117.1702927,4.0,Motor Vehicle Theft
32.72927149,-117.167649,3.0,Burglary/Breaking & Entering
32.91994499,-117.1348177,4.0,Motor Vehicle Theft
32.71022375,-117.1665507,3.0,All Other Larceny
32.75247354,-117.2309972,3.0,Theft From Motor Vehicle
32.75247354,-117.2309972,3.0,Destruction/Damage/Vandalism of Property
32.91779788,-117.1306246,3.0,Destruction/Damage/Vandalism of Property
32.70943387,-117.161091,3.0,Theft From Motor Vehicle
32.77524858,-117.1737466,9.0,Aggravated Assault
32.77686883,-117.1203681,4.0,Motor Vehicle Theft
33.03372732,-117.072255,3.0,All Other Larceny
32.75326479,-117.10512,3.0,Theft From Motor Vehicle
32.84973031,-117.2160927,3.0,All Other Offenses
32.74982842,-117.2459216,3.0,All Other Larceny
32.72597589,-117.1030288,3.0,Shoplifting
32.55901549,-116.9563774,3.0,Burglary/Breaking & Entering
32.80818439,-117.1851136,3.0,Embezzlement
32.70782503,-117.1622118,3.0,All Other Larceny
32.80757173,-117.2257196,3.0,Drug/narcotic Violations
32.80757173,-117.2257196,3.0,Drug Equipment Violations
32.75152125,-117.1044978,3.0,Theft From Motor Vehicle
32.56676728,-117.0186527,3.0,All Other Larceny
32.75333849,-117.1158573,3.0,Simple Assault
32.78376648,-117.1874651,9.0,Aggravated Assault
32.78376648,-117.1874651,3.0,Simple Assault
32.78376648,-117.1874651,3.0,Destruction/Damage/Vandalism of Property
32.78376648,-117.1874651,3.0,All Other Offenses
32.73007564,-117.1720637,3.0,False Pretenses/Swindle/Confidence Game
32.56224666,-117.0793484,4.0,Motor Vehicle Theft
32.77411076,-117.0646443,3.0,Theft From Motor Vehicle
32.71682069,-117.1600973,3.0,False Pretenses/Swindle/Confidence Game
32.76874855,-117.0470151,3.0,Destruction/Damage/Vandalism of Property
32.69492655,-117.1294636,3.0,Theft From Motor Vehicle
32.74566084,-117.1422718,3.0,Intimidation
32.56293142,-117.0456086,3.0,Simple Assault
32.76100455,-117.1664274,9.0,Aggravated Assault
32.71578645,-117.1546313,3.0,Drug/narcotic Violations
32.81048881,-117.2557717,3.0,Impersonation
32.79076671,-117.2059718,3.0,Identity Theft
32.79076671,-117.2059718,3.0,Trespass of Real Property
32.70616126,-117.1188509,3.0,Simple Assault
32.70616126,-117.1188509,3.0,Burglary/Breaking & Entering
32.71785135,-117.0830125,3.0,All Other Offenses
32.86509734,-117.2341991,3.0,All Other Offenses
32.95355373,-117.1517719,3.0,Simple Assault
32.72237886,-117.0934734,3.0,All Other Offenses
32.89268633,-117.1481031,3.0,Counterfeiting/Forgery
32.75033981,-117.1301501,3.0,All Other Offenses
32.74780493,-117.1009687,3.0,Disorderly Conduct
32.7178207,-117.1565413,3.0,Drug/narcotic Violations
32.7178207,-117.1565413,3.0,Drug Equipment Violations
32.7178207,-117.1565413,3.0,All Other Offenses
32.76877007,-117.1243444,3.0,Impersonation
32.73987702,-117.1202976,3.0,False Pretenses/Swindle/Confidence Game
32.73987702,-117.1202976,3.0,Impersonation
32.91791425,-117.1405975,3.0,Theft From Motor Vehicle
32.86421894,-117.2007572,3.0,Impersonation
32.71678646,-117.1711744,3.0,Destruction/Damage/Vandalism of Property
32.9999678,-117.0933141,3.0,Impersonation
32.75685556,-117.1544598,3.0,Theft of Motor Vehicle Parts/Accessories
32.75512554,-117.0996869,3.0,Disorderly Conduct
32.95788386,-117.1350528,3.0,Identity Theft
32.75524768,-117.1114075,3.0,All Other Offenses
32.73999876,-117.1586448,3.0,All Other Offenses
33.03155748,-117.0859278,3.0,Destruction/Damage/Vandalism of Property
32.79651435,-117.2515022,3.0,Destruction/Damage/Vandalism of Property
32.78729018,-117.1602197,3.0,Destruction/Damage/Vandalism of Property
32.86841069,-117.2248465,3.0,Destruction/Damage/Vandalism of Property
32.84198106,-117.195457,3.0,Simple Assault
32.72411581,-117.1612164,9.0,Aggravated Assault
32.76100455,-117.1664274,3.0,Burglary/Breaking & Entering
32.7591184,-117.1966346,3.0,Impersonation
32.7591184,-117.1966346,3.0,Drug/narcotic Violations
32.7591184,-117.1966346,3.0,Drug Equipment Violations
32.7591184,-117.1966346,3.0,All Other Offenses
32.69327347,-117.0380733,4.0,Motor Vehicle Theft
32.71702816,-117.1079868,3.0,All Other Larceny
32.7315067,-117.0539555,4.0,Motor Vehicle Theft
32.72341367,-117.0541464,3.0,All Other Offenses
32.70243882,-117.137706,3.0,Destruction/Damage/Vandalism of Property
33.0224101,-117.0630957,3.0,Destruction/Damage/Vandalism of Property
32.86486654,-117.209232,3.0,Destruction/Damage/Vandalism of Property
32.7762558,-117.2531028,3.0,All Other Larceny
32.71993998,-117.1665572,3.0,Shoplifting
32.81993364,-117.1803065,3.0,All Other Larceny
32.56418632,-117.0879365,4.0,Motor Vehicle Theft
32.71790094,-117.1517218,3.0,All Other Offenses
32.79032925,-117.1051128,3.0,All Other Offenses
32.78504965,-117.1549634,3.0,All Other Offenses
32.75184152,-117.2263897,3.0,Intimidation
32.74902635,-117.2387006,3.0,All Other Larceny
32.72542958,-117.1690879,3.0,Destruction/Damage/Vandalism of Property
32.94693114,-117.2300269,3.0,All Other Larceny
32.55379496,-117.0480801,3.0,Simple Assault
32.55379496,-117.0480801,3.0,Theft From Building
32.55379496,-117.0480801,3.0,Theft of Motor Vehicle Parts/Accessories
32.90103415,-117.0714288,3.0,Theft From Motor Vehicle
32.79067729,-117.2550863,4.0,Motor Vehicle Theft
33.01612768,-117.0674197,3.0,Burglary/Breaking & Entering
32.78845923,-117.2060547,3.0,All Other Offenses
32.70639657,-117.0914422,4.0,Motor Vehicle Theft
32.82001057,-117.1551279,3.0,Destruction/Damage/Vandalism of Property
32.75903508,-117.1766621,3.0,Burglary/Breaking & Entering
32.75163921,-117.2045004,3.0,Drug Equipment Violations
32.57919153,-117.071197,3.0,All Other Offenses
33.04826296,-117.0636646,3.0,Burglary/Breaking & Entering
32.76872434,-117.1716004,3.0,Drug Equipment Violations
32.716823,-117.1546392,3.0,All Other Offenses
32.7105152,-117.1519795,3.0,All Other Larceny
32.7105152,-117.1519795,3.0,Identity Theft
32.68646578,-117.0824365,3.0,Simple Assault
32.77564133,-117.1472146,3.0,Burglary/Breaking & Entering
32.92578901,-117.0752803,3.0,All Other Offenses
32.97958696,-117.2554916,3.0,Driving Under the Influence
32.72829893,-117.163071,3.0,Destruction/Damage/Vandalism of Property
32.84984381,-117.1929071,3.0,All Other Offenses
32.74166692,-117.2529829,3.0,Destruction/Damage/Vandalism of Property
32.91260878,-117.1485834,3.0,Simple Assault
32.82147121,-117.1105295,3.0,Simple Assault
32.76252705,-117.1437353,3.0,Trespass of Real Property
32.77068693,-117.1713296,3.0,Simple Assault
32.81935665,-117.1819785,3.0,Weapon Law Violations
32.79450442,-117.2559566,3.0,Destruction/Damage/Vandalism of Property
32.71473904,-117.156584,3.0,Drug Equipment Violations
32.7227158,-117.1425972,3.0,Driving Under the Influence
32.70838257,-117.1601601,3.0,All Other Offenses
32.74381089,-117.1937347,3.0,All Other Offenses
32.69284431,-117.1146441,3.0,Simple Assault
32.75012218,-117.2404383,3.0,Driving Under the Influence
32.77537886,-117.0609556,3.0,All Other Offenses
32.55332225,-116.9799462,4.0,Motor Vehicle Theft
32.79692546,-117.24003,3.0,Weapon Law Violations
32.79692546,-117.24003,3.0,Driving Under the Influence
32.79692546,-117.24003,3.0,All Other Offenses
32.82768978,-117.2061159,3.0,All Other Offenses
32.72154532,-117.2318474,3.0,Simple Assault
32.70998384,-117.1710838,3.0,Stolen Property Offenses
32.8050114,-117.1288474,3.0,Simple Assault
32.73184637,-117.1699563,3.0,All Other Offenses
32.74843021,-117.1449653,3.0,Driving Under the Influence
33.00498012,-117.0946443,4.0,Motor Vehicle Theft
32.7589194,-117.1070812,3.0,Theft From Motor Vehicle
32.7589194,-117.1070812,3.0,Destruction/Damage/Vandalism of Property
32.7571549,-117.1061693,3.0,Theft From Motor Vehicle
32.69850411,-117.135976,4.0,Motor Vehicle Theft
32.70561798,-117.1569818,3.0,Drug/narcotic Violations
32.77972488,-117.1752802,4.0,Motor Vehicle Theft
32.95384153,-117.2270365,3.0,Destruction/Damage/Vandalism of Property
32.76760622,-117.0510644,3.0,Forcible Rape
32.71152353,-117.163838,3.0,Drug/narcotic Violations
32.74950375,-117.0879865,3.0,Simple Assault
32.83645753,-117.1364993,3.0,All Other Larceny
32.83645753,-117.1364993,3.0,Impersonation
32.75337762,-117.1212085,3.0,Burglary/Breaking & Entering
32.94677563,-117.2291635,3.0,All Other Offenses
32.73470904,-117.2557838,3.0,All Other Offenses
32.70411345,-117.0937163,4.0,Motor Vehicle Theft
32.71157721,-117.1554979,3.0,Simple Assault
32.80871477,-117.2119076,4.0,Motor Vehicle Theft
32.83222869,-117.1787162,9.0,Aggravated Assault
32.83222869,-117.1787162,3.0,Drug/narcotic Violations
32.83222869,-117.1787162,3.0,All Other Offenses
32.70640149,-117.1401403,3.0,Drug/narcotic Violations
32.70640149,-117.1401403,3.0,Drug Equipment Violations
32.72030343,-117.1303106,3.0,Theft of Motor Vehicle Parts/Accessories
32.86435497,-117.211396,3.0,All Other Offenses
32.56782778,-116.9645078,3.0,All Other Larceny
32.74322714,-117.1758786,3.0,All Other Larceny
32.77721292,-117.1326917,3.0,Impersonation
32.93060442,-117.1222114,3.0,Theft From Motor Vehicle
